datensatz;variable;oberthema;unterthema;umfrage_item;itemformulierung;var_typ;umfrage_filter;skalen_berechnung;quelle;status;value_label_key
qm_sekII;Flern_atm;Ausbildungsstand bei Schulabschluss;Wahlmodul Lernen;Wie beurteilen Sie Ihre Fähigkeiten selbständig zu lernen am Ende %s<school_type_genitive>?;... eine angenehme und förderliche Lernatmosphäre zu schaffen.;Item-Gruppe: Fähigkeit selbstständig zu lernen;;;Eigenkonstruktion des IVM;aktiv;likert6_zutreffen2
qm_sekII;Flern_kont;Ausbildungsstand bei Schulabschluss;Wahlmodul Lernen;Wie beurteilen Sie Ihre Fähigkeiten selbständig zu lernen am Ende %s<school_type_genitive>?;... mein Lernen selbst zu kontrollieren.;Item-Gruppe: Fähigkeit selbstständig zu lernen;;;Eigenkonstruktion des IVM;aktiv;likert6_zutreffen2
qm_sekII;Flern_mat;Ausbildungsstand bei Schulabschluss;Wahlmodul Lernen;Wie beurteilen Sie Ihre Fähigkeiten selbständig zu lernen am Ende %s<school_type_genitive>?;... Lernmaterialien selbst auszusuchen.;Item-Gruppe: Fähigkeit selbstständig zu lernen;;;Eigenkonstruktion des IVM;aktiv;likert6_zutreffen2
qm_sekII;Flern_meth;Ausbildungsstand bei Schulabschluss;Wahlmodul Lernen;Wie beurteilen Sie Ihre Fähigkeiten selbständig zu lernen am Ende %s<school_type_genitive>?;... Lernmethoden und -zugänge selbst zu wählen.;Item-Gruppe: Fähigkeit selbstständig zu lernen;;;Eigenkonstruktion des IVM;aktiv;likert6_zutreffen2
qm_sekII;Flern_pruef;Ausbildungsstand bei Schulabschluss;Wahlmodul Lernen;Wie beurteilen Sie Ihre Fähigkeiten selbständig zu lernen am Ende %s<school_type_genitive>?;... meinen Lernerfolg selbst zu überprüfen;Item-Gruppe: Fähigkeit selbstständig zu lernen;;;Eigenkonstruktion des IVM;aktiv;likert6_zutreffen2
qm_sekII;Flern_refle;Ausbildungsstand bei Schulabschluss;Wahlmodul Lernen;Wie beurteilen Sie Ihre Fähigkeiten selbständig zu lernen am Ende %s<school_type_genitive>?;... mein Vorgehen beim Lernen zu reflektieren;Item-Gruppe: Fähigkeit selbstständig zu lernen;;;Eigenkonstruktion des IVM;aktiv;likert6_zutreffen2
qm_sekII;Flern_temp;Ausbildungsstand bei Schulabschluss;Wahlmodul Lernen;Wie beurteilen Sie Ihre Fähigkeiten selbständig zu lernen am Ende %s<school_type_genitive>?;... mein Lerntempo selbst zu bestimmen.;Item-Gruppe: Fähigkeit selbstständig zu lernen;;;Eigenkonstruktion des IVM;aktiv;likert6_zutreffen2
qm_sekII;Flern_was;Ausbildungsstand bei Schulabschluss;Wahlmodul Lernen;Wie beurteilen Sie Ihre Fähigkeiten selbständig zu lernen am Ende %s<school_type_genitive>?;... selbst festzulegen, was ich lernen will.;Item-Gruppe: Fähigkeit selbstständig zu lernen;;;Eigenkonstruktion des IVM;aktiv;likert6_zutreffen2
qm_sekII;Flern_zusa;Ausbildungsstand bei Schulabschluss;Wahlmodul Lernen;Wie beurteilen Sie Ihre Fähigkeiten selbständig zu lernen am Ende %s<school_type_genitive>?;... selbst zu entscheiden, mit wem ich zusammenarbeite.;Item-Gruppe: Fähigkeit selbstständig zu lernen;;;Eigenkonstruktion des IVM;aktiv;likert6_zutreffen2
qm_sekII;Foe_anst;Input;Lehrpersonenexpertise;Fühlen Sie sich von Ihren Lehrpersonen gefördert?;Wenn ich mich besonders angestrengt habe, loben mich die Lehrpersonen meistens, auch wenn andere Schülerinnen und Schüler noch besser sind als ich.;Skala: Individuelle Förderung;school_type_id = 1, 4, 5;;1) Clausen, 2002. Unterrichtsqualität: Eine Frage der Perspektive?  (2 von 4 Items, individuelle Bezugsnormorientierung) (zit. Leutwyler und Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), 2) Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), Förderhaltung (1 von 5 Items), 3) Eigenkonstruktion IFES;aktiv;likert6_lehrp
qm_sekII;Foe_anst_a;Prozess;Unterricht;Fühlen Sie sich von Ihren Lehrpersonen gefördert?;Meine Lehrpersonen loben mich, wenn ich mich angestrengt habe.;Item-Gruppe: Individuelle Förderung;school_type_id = 3, 8, 9;;1) Clausen, 2002. Unterrichtsqualität: Eine Frage der Perspektive?  (2 von 4 Items, individuelle Bezugsnormorientierung) (zit. Leutwyler und Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), 2) Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), Förderhaltung (1 von 5 Items), 3) Eigenkonstruktion IFES;aktiv;likert6_lehrp
qm_sekII;Foe_begab;Input;Lehrpersonenexpertise;Fühlen Sie sich von Ihren Lehrpersonen gefördert?;Unsere Lehrpersonen fördern auch besonders begabte Schülerinnen und Schüler (z.B. mit interessanten Aufgaben und Projekten, Teilnahme an Wettbewerben);Skala: Individuelle Förderung;school_type_id = 1, 4, 5;;1) Clausen, 2002. Unterrichtsqualität: Eine Frage der Perspektive?  (2 von 4 Items, individuelle Bezugsnormorientierung) (zit. Leutwyler und Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), 2) Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), Förderhaltung (1 von 5 Items), 3) Eigenkonstruktion IFES;aktiv;likert6_lehrp
qm_sekII;Foe_begab_a;Prozess;Unterricht;Fühlen Sie sich von Ihren Lehrpersonen gefördert?;Meine Lehrpersonen fördern mich dort, wo ich gut bin.;Item-Gruppe: Individuelle Förderung;school_type_id = 3, 8;;1) Clausen, 2002. Unterrichtsqualität: Eine Frage der Perspektive?  (2 von 4 Items, individuelle Bezugsnormorientierung) (zit. Leutwyler und Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), 2) Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), Förderhaltung (1 von 5 Items), 3) Eigenkonstruktion IFES;aktiv;likert6_lehrp
qm_sekII;Foe_kuemm;Input;Lehrpersonenexpertise;Fühlen Sie sich von Ihren Lehrpersonen gefördert?;Bei uns kümmern sich die Lehrpersonen auch um die Schülerinnen und Schüler, die nicht so schnell mitkommen.;Skala: Individuelle Förderung;school_type_id = 1, 4, 5;;1) Clausen, 2002. Unterrichtsqualität: Eine Frage der Perspektive?  (2 von 4 Items, individuelle Bezugsnormorientierung) (zit. Leutwyler und Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), 2) Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), Förderhaltung (1 von 5 Items), 3) Eigenkonstruktion IFES;aktiv;likert6_lehrp
qm_sekII;Foe_sch;Input;Lehrpersonenexpertise;Fühlen Sie sich von Ihren Lehrpersonen gefördert?;Unsere Lehrpersonen loben auch die leistungsschwächeren Schülerinnen und Schüler, wenn sie merken, dass sie sich verbessern.;Skala: Individuelle Förderung;school_type_id = 1, 4, 5;;1) Clausen, 2002. Unterrichtsqualität: Eine Frage der Perspektive?  (2 von 4 Items, individuelle Bezugsnormorientierung) (zit. Leutwyler und Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), 2) Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), Förderhaltung (1 von 5 Items), 3) Eigenkonstruktion IFES;aktiv;likert6_lehrp
qm_sekII;Geburtstag;Statistische Angaben;;Ihr Geburtsdatum (dd.mm.yyyy);Möchten Sie genauer wissen, weshalb wir Sie nach Geschlecht, Geburtsdatum, Staatsangehörigkeit und Muttersprache fragen? Hier erfahren Sie mehr: [a,target=_blank,href=https://www.zemces.ch/de/evaluationen-und-befragungen/datenschutz]Webseite ZEM CES[/a];Einzelitem: Geburtsdatum;;;;aktiv;
qm_sekII;Gefstoer_a;Prozess;Verhalten und Befinden der Lernenden;Wie fühlen Sie sich in Ihrer Klasse?;Ich fühle mich im Unterricht oft durch andere gestört.;Einzelitem: Sich gestört fühlen im Unterricht;school_type_id = 3, 8, 9;;Eigenkonstruktion IFES IPES, in Anlehnung an Steinert, Gerecht, Klieme & Doebrich (2003. Skalen zur Schulqualität: Dokumentation der Erhebungsinstrumente. Arbeitslatzuntersuchung (APU), Pädagogische Entwicklungsbilanzen (PEB) Materialen zur Bildungsforschung. Band 10).;aktiv;likert6_zutreffen
qm_sekII;Hbfach;Werdegang;;In welchem Bereich absolvieren Sie die höhere Fachausbildung bzw. besuchen Sie einen Lehrgang an einer höheren Fachschule?;;Einzelitem: Studienfach Höhere Fachschule / höhere berufliche Bildung;Taetigkeit = 10;;Vom Bund definierte 8 Bereiche für Höhere Fachschulen;aktiv;hbfach
qm_sekII;Inter_abu;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Allgemeinbildende Fächer;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 8, 9;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_am;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Anwendungen der Mathematik;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_bg;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Bildnerisches Gestalten / Gestaltung;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_biche;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Biologie und Chemie (in Kombination als Schwerpunktfach);Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_bio;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Biologie (oder Kombination Biologie-Sport);Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_bkf;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Berufskundliche Fächer;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 8, 9;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_boek;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Biologie / Ökologie;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 3;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_chem;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Chemie;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4, 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_de;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Deutsch;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4, 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_eng;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Englisch;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4, 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_es;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Spanisch;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_fr;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Französisch;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4, 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_fur;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Finanz- und Rechnungswesen;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_geo;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Geografie (auch in Kombination Geografie-Physik oder Geografie-Bildnerisches Gestalten);Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_gesch;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Geschichte / Staatslehre / Politik;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4, 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_gkk;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Gestaltung, Kunst, Kultur;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 3;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_grie;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Griechisch;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_ict;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Informations- und Kommunikationstechnologien (Informatik);Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4, 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_ika;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Information / Kommunikation / Administration;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_ipt;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Integrierte Praxisteile (IPT);Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_it;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Italienisch;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4, 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_iuk;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Information und Kommunikation;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 3;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_lat;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Latein;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_math;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Mathematik;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4, 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_mus;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Musik;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_nat;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Naturwissenschaften;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 3;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_paepsy;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Pädagogik / Psychologie;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_phil;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Philosophie (auch in Kombination Philosophie-Religion oder Philosophie-Deutsch);Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_phy;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Physik;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4, 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_phyam;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Physik und Anwendungen der Mathematik (in Kombination als Schwerpunktfach);Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_ppp;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Philosophie / Pädagogik / Psychologie (in Kombination als Schwerpunktfach);Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_reli;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Religionslehre / Religion und Ethik;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_rom;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Romanisch;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4, 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_ru;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Russisch;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_soz;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Sozialwissenschaften;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 3;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_sport;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Sport;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4, 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_tuu;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Technik und Umwelt;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 3;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_uek;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Überbetriebliche Kurse/Einführungskurse;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 8, 9;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_vbr;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Volkswirtschaft / Betriebswirtschaft / Recht;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_wug;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Wirtschaft und Gesellschaft;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 5;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Inter_wur;Output/Outcome;Wahlmodul Interessensverschiebung;Wie hat sich Ihr Interesse an folgenden Fächern im Laufe %s<school_type_genitive> verändert?;Wirtschaft und Recht;Item-Gruppe: Interessensverschiebung (Optionales Wahlmodul);school_type_id = 1, 4;;Basierend auf Fächerangebot (MAR95, BMV 2009, Kantonale Verordnungen für FMS, HMS/WMS/IMS);aktiv;kleiner_groesser
qm_sekII;Itaus_a;Input;Infrastruktur der Schule;Wie beurteilen Sie die Ausstattung Ihrer Schule?;Die IT-Ausstattung der Schule (WLAN, Computerräume, Support u. ä.) ist gut.;Einzelitem: IT-Ausstattung;school_type_id = 3, 8;;Eigenkonstruktion IFES IPES in Anlehnung an Endberg & Lorenz (2016. Schule digital – der Länderindikator  2016. Kompetenzen von Lehrpersonen der Sekundarstufe I im Umgang mit digitalen Medien im Bundesländervergleich (S. 42-79)).;aktiv;likert6_zutreffen
